,category,data_source,freq,tickers,cut,fields,vendor_tickers
2915,fx-implied-vol,bloomberg,daily,AUDUSD25B3W,BGN,close,AUDUSD25B3W BGN Curncy
2916,fx-implied-vol,bloomberg,daily,AUDUSD25B1M,BGN,close,AUDUSD25B1M BGN Curncy
2917,fx-implied-vol,bloomberg,daily,AUDUSD25B2M,BGN,close,AUDUSD25B2M BGN Curncy
2918,fx-implied-vol,bloomberg,daily,AUDUSD25B3M,BGN,close,AUDUSD25B3M BGN Curncy
2919,fx-implied-vol,bloomberg,daily,AUDUSD25B4M,BGN,close,AUDUSD25B4M BGN Curncy
2920,fx-implied-vol,bloomberg,daily,AUDUSD25B6M,BGN,close,AUDUSD25B6M BGN Curncy
2921,fx-implied-vol,bloomberg,daily,AUDUSD25B9M,BGN,close,AUDUSD25B9M BGN Curncy
2922,fx-implied-vol,bloomberg,daily,AUDUSD25B1Y,BGN,close,AUDUSD25B1Y BGN Curncy
2923,fx-implied-vol,bloomberg,daily,AUDUSD25B2Y,BGN,close,AUDUSD25B2Y BGN Curncy
2924,fx-implied-vol,bloomberg,daily,AUDUSD25B3Y,BGN,close,AUDUSD25B3Y BGN Curncy
2925,fx-implied-vol,bloomberg,daily,AUDUSD25B5Y,BGN,close,AUDUSD25B5Y BGN Curncy
2926,fx-implied-vol,bloomberg,daily,AUDUSD10BON,BGN,close,AUDUSD10BON BGN Curncy
2927,fx-implied-vol,bloomberg,daily,AUDUSD10B1W,BGN,close,AUDUSD10B1W BGN Curncy
2928,fx-implied-vol,bloomberg,daily,AUDUSD10B2W,BGN,close,AUDUSD10B2W BGN Curncy
2929,fx-implied-vol,bloomberg,daily,AUDUSD10B3W,BGN,close,AUDUSD10B3W BGN Curncy
2930,fx-implied-vol,bloomberg,daily,AUDUSD10B1M,BGN,close,AUDUSD10B1M BGN Curncy
2931,fx-implied-vol,bloomberg,daily,AUDUSD10B2M,BGN,close,AUDUSD10B2M BGN Curncy
2932,fx-implied-vol,bloomberg,daily,AUDUSD10B3M,BGN,close,AUDUSD10B3M BGN Curncy
2933,fx-implied-vol,bloomberg,daily,AUDUSD10B4M,BGN,close,AUDUSD10B4M BGN Curncy
2934,fx-implied-vol,bloomberg,daily,AUDUSD10B6M,BGN,close,AUDUSD10B6M BGN Curncy
2935,fx-implied-vol,bloomberg,daily,AUDUSD10B9M,BGN,close,AUDUSD10B9M BGN Curncy
2936,fx-implied-vol,bloomberg,daily,AUDUSD10B1Y,BGN,close,AUDUSD10B1Y BGN Curncy
2937,fx-implied-vol,bloomberg,daily,AUDUSD10B2Y,BGN,close,AUDUSD10B2Y BGN Curncy
2938,fx-implied-vol,bloomberg,daily,AUDUSD10B3Y,BGN,close,AUDUSD10B3Y BGN Curncy
2939,fx-implied-vol,bloomberg,daily,AUDUSD10B5Y,BGN,close,AUDUSD10B5Y BGN Curncy
2940,fx-implied-vol,bloomberg,daily,NZDUSDVON,BGN,close,NZDUSDVON BGN Curncy
2941,fx-implied-vol,bloomberg,daily,NZDUSDV1W,BGN,close,NZDUSDV1W BGN Curncy
2942,fx-implied-vol,bloomberg,daily,NZDUSDV2W,BGN,close,NZDUSDV2W BGN Curncy
2943,fx-implied-vol,bloomberg,daily,NZDUSDV3W,BGN,close,NZDUSDV3W BGN Curncy
2944,fx-implied-vol,bloomberg,daily,NZDUSDV1M,BGN,close,NZDUSDV1M BGN Curncy
2945,fx-implied-vol,bloomberg,daily,NZDUSDV2M,BGN,close,NZDUSDV2M BGN Curncy
2946,fx-implied-vol,bloomberg,daily,NZDUSDV3M,BGN,close,NZDUSDV3M BGN Curncy
2947,fx-implied-vol,bloomberg,daily,NZDUSDV4M,BGN,close,NZDUSDV4M BGN Curncy
2948,fx-implied-vol,bloomberg,daily,NZDUSDV6M,BGN,close,NZDUSDV6M BGN Curncy
2949,fx-implied-vol,bloomberg,daily,NZDUSDV9M,BGN,close,NZDUSDV9M BGN Curncy
2950,fx-implied-vol,bloomberg,daily,NZDUSDV1Y,BGN,close,NZDUSDV1Y BGN Curncy
2951,fx-implied-vol,bloomberg,daily,NZDUSDV2Y,BGN,close,NZDUSDV2Y BGN Curncy
2952,fx-implied-vol,bloomberg,daily,NZDUSDV3Y,BGN,close,NZDUSDV3Y BGN Curncy
2953,fx-implied-vol,bloomberg,daily,NZDUSDV5Y,BGN,close,NZDUSDV5Y BGN Curncy
2954,fx-implied-vol,bloomberg,daily,NZDUSD25RON,BGN,close,NZDUSD25RON BGN Curncy
2955,fx-implied-vol,bloomberg,daily,NZDUSD25R1W,BGN,close,NZDUSD25R1W BGN Curncy
2956,fx-implied-vol,bloomberg,daily,NZDUSD25R2W,BGN,close,NZDUSD25R2W BGN Curncy
2957,fx-implied-vol,bloomberg,daily,NZDUSD25R3W,BGN,close,NZDUSD25R3W BGN Curncy
2958,fx-implied-vol,bloomberg,daily,NZDUSD25R1M,BGN,close,NZDUSD25R1M BGN Curncy
2959,fx-implied-vol,bloomberg,daily,NZDUSD25R2M,BGN,close,NZDUSD25R2M BGN Curncy
2960,fx-implied-vol,bloomberg,daily,NZDUSD25R3M,BGN,close,NZDUSD25R3M BGN Curncy
2961,fx-implied-vol,bloomberg,daily,NZDUSD25R4M,BGN,close,NZDUSD25R4M BGN Curncy
2962,fx-implied-vol,bloomberg,daily,NZDUSD25R6M,BGN,close,NZDUSD25R6M BGN Curncy
2963,fx-implied-vol,bloomberg,daily,NZDUSD25R9M,BGN,close,NZDUSD25R9M BGN Curncy
2964,fx-implied-vol,bloomberg,daily,NZDUSD25R1Y,BGN,close,NZDUSD25R1Y BGN Curncy
2965,fx-implied-vol,bloomberg,daily,NZDUSD25R2Y,BGN,close,NZDUSD25R2Y BGN Curncy
2966,fx-implied-vol,bloomberg,daily,NZDUSD25R3Y,BGN,close,NZDUSD25R3Y BGN Curncy
2967,fx-implied-vol,bloomberg,daily,NZDUSD25R5Y,BGN,close,NZDUSD25R5Y BGN Curncy
2968,fx-implied-vol,bloomberg,daily,NZDUSD10RON,BGN,close,NZDUSD10RON BGN Curncy
2969,fx-implied-vol,bloomberg,daily,NZDUSD10R1W,BGN,close,NZDUSD10R1W BGN Curncy
2970,fx-implied-vol,bloomberg,daily,NZDUSD10R2W,BGN,close,NZDUSD10R2W BGN Curncy
2971,fx-implied-vol,bloomberg,daily,NZDUSD10R3W,BGN,close,NZDUSD10R3W BGN Curncy
2972,fx-implied-vol,bloomberg,daily,NZDUSD10R1M,BGN,close,NZDUSD10R1M BGN Curncy
2973,fx-implied-vol,bloomberg,daily,NZDUSD10R2M,BGN,close,NZDUSD10R2M BGN Curncy
2974,fx-implied-vol,bloomberg,daily,NZDUSD10R3M,BGN,close,NZDUSD10R3M BGN Curncy
2975,fx-implied-vol,bloomberg,daily,NZDUSD10R4M,BGN,close,NZDUSD10R4M BGN Curncy
2976,fx-implied-vol,bloomberg,daily,NZDUSD10R6M,BGN,close,NZDUSD10R6M BGN Curncy
2977,fx-implied-vol,bloomberg,daily,NZDUSD10R9M,BGN,close,NZDUSD10R9M BGN Curncy
2978,fx-implied-vol,bloomberg,daily,NZDUSD10R1Y,BGN,close,NZDUSD10R1Y BGN Curncy
2979,fx-implied-vol,bloomberg,daily,NZDUSD10R2Y,BGN,close,NZDUSD10R2Y BGN Curncy
2980,fx-implied-vol,bloomberg,daily,NZDUSD10R3Y,BGN,close,NZDUSD10R3Y BGN Curncy
2981,fx-implied-vol,bloomberg,daily,NZDUSD10R5Y,BGN,close,NZDUSD10R5Y BGN Curncy
2982,fx-implied-vol,bloomberg,daily,NZDUSD25BON,BGN,close,NZDUSD25BON BGN Curncy
2983,fx-implied-vol,bloomberg,daily,NZDUSD25B1W,BGN,close,NZDUSD25B1W BGN Curncy
2984,fx-implied-vol,bloomberg,daily,NZDUSD25B2W,BGN,close,NZDUSD25B2W BGN Curncy
2985,fx-implied-vol,bloomberg,daily,NZDUSD25B3W,BGN,close,NZDUSD25B3W BGN Curncy
2986,fx-implied-vol,bloomberg,daily,NZDUSD25B1M,BGN,close,NZDUSD25B1M BGN Curncy
2987,fx-implied-vol,bloomberg,daily,NZDUSD25B2M,BGN,close,NZDUSD25B2M BGN Curncy
2988,fx-implied-vol,bloomberg,daily,NZDUSD25B3M,BGN,close,NZDUSD25B3M BGN Curncy
2989,fx-implied-vol,bloomberg,daily,NZDUSD25B4M,BGN,close,NZDUSD25B4M BGN Curncy
2990,fx-implied-vol,bloomberg,daily,NZDUSD25B6M,BGN,close,NZDUSD25B6M BGN Curncy
2991,fx-implied-vol,bloomberg,daily,NZDUSD25B9M,BGN,close,NZDUSD25B9M BGN Curncy
2992,fx-implied-vol,bloomberg,daily,NZDUSD25B1Y,BGN,close,NZDUSD25B1Y BGN Curncy
2993,fx-implied-vol,bloomberg,daily,NZDUSD25B2Y,BGN,close,NZDUSD25B2Y BGN Curncy
2994,fx-implied-vol,bloomberg,daily,NZDUSD25B3Y,BGN,close,NZDUSD25B3Y BGN Curncy
2995,fx-implied-vol,bloomberg,daily,NZDUSD25B5Y,BGN,close,NZDUSD25B5Y BGN Curncy
2996,fx-implied-vol,bloomberg,daily,NZDUSD10BON,BGN,close,NZDUSD10BON BGN Curncy
2997,fx-implied-vol,bloomberg,daily,NZDUSD10B1W,BGN,close,NZDUSD10B1W BGN Curncy
2998,fx-implied-vol,bloomberg,daily,NZDUSD10B2W,BGN,close,NZDUSD10B2W BGN Curncy
2999,fx-implied-vol,bloomberg,daily,NZDUSD10B3W,BGN,close,NZDUSD10B3W BGN Curncy
3000,fx-implied-vol,bloomberg,daily,NZDUSD10B1M,BGN,close,NZDUSD10B1M BGN Curncy
3001,fx-implied-vol,bloomberg,daily,NZDUSD10B2M,BGN,close,NZDUSD10B2M BGN Curncy
3002,fx-implied-vol,bloomberg,daily,NZDUSD10B3M,BGN,close,NZDUSD10B3M BGN Curncy
3003,fx-implied-vol,bloomberg,daily,NZDUSD10B4M,BGN,close,NZDUSD10B4M BGN Curncy
3004,fx-implied-vol,bloomberg,daily,NZDUSD10B6M,BGN,close,NZDUSD10B6M BGN Curncy
3005,fx-implied-vol,bloomberg,daily,NZDUSD10B9M,BGN,close,NZDUSD10B9M BGN Curncy
3006,fx-implied-vol,bloomberg,daily,NZDUSD10B1Y,BGN,close,NZDUSD10B1Y BGN Curncy
3007,fx-implied-vol,bloomberg,daily,NZDUSD10B2Y,BGN,close,NZDUSD10B2Y BGN Curncy
3008,fx-implied-vol,bloomberg,daily,NZDUSD10B3Y,BGN,close,NZDUSD10B3Y BGN Curncy
3009,fx-implied-vol,bloomberg,daily,NZDUSD10B5Y,BGN,close,NZDUSD10B5Y BGN Curncy
3010,fx-implied-vol,bloomberg,daily,USDCADVON,BGN,close,USDCADVON BGN Curncy
3011,fx-implied-vol,bloomberg,daily,USDCADV1W,BGN,close,USDCADV1W BGN Curncy
3012,fx-implied-vol,bloomberg,daily,USDCADV2W,BGN,close,USDCADV2W BGN Curncy
3013,fx-implied-vol,bloomberg,daily,USDCADV3W,BGN,close,USDCADV3W BGN Curncy
3014,fx-implied-vol,bloomberg,daily,USDCADV1M,BGN,close,USDCADV1M BGN Curncy
3015,fx-implied-vol,bloomberg,daily,USDCADV2M,BGN,close,USDCADV2M BGN Curncy
3016,fx-implied-vol,bloomberg,daily,USDCADV3M,BGN,close,USDCADV3M BGN Curncy
3017,fx-implied-vol,bloomberg,daily,USDCADV4M,BGN,close,USDCADV4M BGN Curncy
3018,fx-implied-vol,bloomberg,daily,USDCADV6M,BGN,close,USDCADV6M BGN Curncy
3019,fx-implied-vol,bloomberg,daily,USDCADV9M,BGN,close,USDCADV9M BGN Curncy
3020,fx-implied-vol,bloomberg,daily,USDCADV1Y,BGN,close,USDCADV1Y BGN Curncy
3021,fx-implied-vol,bloomberg,daily,USDCADV2Y,BGN,close,USDCADV2Y BGN Curncy
3022,fx-implied-vol,bloomberg,daily,USDCADV3Y,BGN,close,USDCADV3Y BGN Curncy
3023,fx-implied-vol,bloomberg,daily,USDCADV5Y,BGN,close,USDCADV5Y BGN Curncy
3024,fx-implied-vol,bloomberg,daily,USDCAD25RON,BGN,close,USDCAD25RON BGN Curncy
3025,fx-implied-vol,bloomberg,daily,USDCAD25R1W,BGN,close,USDCAD25R1W BGN Curncy
3026,fx-implied-vol,bloomberg,daily,USDCAD25R2W,BGN,close,USDCAD25R2W BGN Curncy
3027,fx-implied-vol,bloomberg,daily,USDCAD25R3W,BGN,close,USDCAD25R3W BGN Curncy
3028,fx-implied-vol,bloomberg,daily,USDCAD25R1M,BGN,close,USDCAD25R1M BGN Curncy
3029,fx-implied-vol,bloomberg,daily,USDCAD25R2M,BGN,close,USDCAD25R2M BGN Curncy
3030,fx-implied-vol,bloomberg,daily,USDCAD25R3M,BGN,close,USDCAD25R3M BGN Curncy
3031,fx-implied-vol,bloomberg,daily,USDCAD25R4M,BGN,close,USDCAD25R4M BGN Curncy
3032,fx-implied-vol,bloomberg,daily,USDCAD25R6M,BGN,close,USDCAD25R6M BGN Curncy
3033,fx-implied-vol,bloomberg,daily,USDCAD25R9M,BGN,close,USDCAD25R9M BGN Curncy
3034,fx-implied-vol,bloomberg,daily,USDCAD25R1Y,BGN,close,USDCAD25R1Y BGN Curncy
3035,fx-implied-vol,bloomberg,daily,USDCAD25R2Y,BGN,close,USDCAD25R2Y BGN Curncy
3036,fx-implied-vol,bloomberg,daily,USDCAD25R3Y,BGN,close,USDCAD25R3Y BGN Curncy
3037,fx-implied-vol,bloomberg,daily,USDCAD25R5Y,BGN,close,USDCAD25R5Y BGN Curncy
3038,fx-implied-vol,bloomberg,daily,USDCAD10RON,BGN,close,USDCAD10RON BGN Curncy
3039,fx-implied-vol,bloomberg,daily,USDCAD10R1W,BGN,close,USDCAD10R1W BGN Curncy
3040,fx-implied-vol,bloomberg,daily,USDCAD10R2W,BGN,close,USDCAD10R2W BGN Curncy
3041,fx-implied-vol,bloomberg,daily,USDCAD10R3W,BGN,close,USDCAD10R3W BGN Curncy
3042,fx-implied-vol,bloomberg,daily,USDCAD10R1M,BGN,close,USDCAD10R1M BGN Curncy
3043,fx-implied-vol,bloomberg,daily,USDCAD10R2M,BGN,close,USDCAD10R2M BGN Curncy
3044,fx-implied-vol,bloomberg,daily,USDCAD10R3M,BGN,close,USDCAD10R3M BGN Curncy
3045,fx-implied-vol,bloomberg,daily,USDCAD10R4M,BGN,close,USDCAD10R4M BGN Curncy
3046,fx-implied-vol,bloomberg,daily,USDCAD10R6M,BGN,close,USDCAD10R6M BGN Curncy
3047,fx-implied-vol,bloomberg,daily,USDCAD10R9M,BGN,close,USDCAD10R9M BGN Curncy
3048,fx-implied-vol,bloomberg,daily,USDCAD10R1Y,BGN,close,USDCAD10R1Y BGN Curncy
3049,fx-implied-vol,bloomberg,daily,USDCAD10R2Y,BGN,close,USDCAD10R2Y BGN Curncy
3050,fx-implied-vol,bloomberg,daily,USDCAD10R3Y,BGN,close,USDCAD10R3Y BGN Curncy
3051,fx-implied-vol,bloomberg,daily,USDCAD10R5Y,BGN,close,USDCAD10R5Y BGN Curncy
3052,fx-implied-vol,bloomberg,daily,USDCAD25BON,BGN,close,USDCAD25BON BGN Curncy
3053,fx-implied-vol,bloomberg,daily,USDCAD25B1W,BGN,close,USDCAD25B1W BGN Curncy
3054,fx-implied-vol,bloomberg,daily,USDCAD25B2W,BGN,close,USDCAD25B2W BGN Curncy
3055,fx-implied-vol,bloomberg,daily,USDCAD25B3W,BGN,close,USDCAD25B3W BGN Curncy
3056,fx-implied-vol,bloomberg,daily,USDCAD25B1M,BGN,close,USDCAD25B1M BGN Curncy
3057,fx-implied-vol,bloomberg,daily,USDCAD25B2M,BGN,close,USDCAD25B2M BGN Curncy
3058,fx-implied-vol,bloomberg,daily,USDCAD25B3M,BGN,close,USDCAD25B3M BGN Curncy
3059,fx-implied-vol,bloomberg,daily,USDCAD25B4M,BGN,close,USDCAD25B4M BGN Curncy
3060,fx-implied-vol,bloomberg,daily,USDCAD25B6M,BGN,close,USDCAD25B6M BGN Curncy
3061,fx-implied-vol,bloomberg,daily,USDCAD25B9M,BGN,close,USDCAD25B9M BGN Curncy
3062,fx-implied-vol,bloomberg,daily,USDCAD25B1Y,BGN,close,USDCAD25B1Y BGN Curncy
3063,fx-implied-vol,bloomberg,daily,USDCAD25B2Y,BGN,close,USDCAD25B2Y BGN Curncy
3064,fx-implied-vol,bloomberg,daily,USDCAD25B3Y,BGN,close,USDCAD25B3Y BGN Curncy
3065,fx-implied-vol,bloomberg,daily,USDCAD25B5Y,BGN,close,USDCAD25B5Y BGN Curncy
3066,fx-implied-vol,bloomberg,daily,USDCAD10BON,BGN,close,USDCAD10BON BGN Curncy
3067,fx-implied-vol,bloomberg,daily,USDCAD10B1W,BGN,close,USDCAD10B1W BGN Curncy
3068,fx-implied-vol,bloomberg,daily,USDCAD10B2W,BGN,close,USDCAD10B2W BGN Curncy
3069,fx-implied-vol,bloomberg,daily,USDCAD10B3W,BGN,close,USDCAD10B3W BGN Curncy
3070,fx-implied-vol,bloomberg,daily,USDCAD10B1M,BGN,close,USDCAD10B1M BGN Curncy
3071,fx-implied-vol,bloomberg,daily,USDCAD10B2M,BGN,close,USDCAD10B2M BGN Curncy
3072,fx-implied-vol,bloomberg,daily,USDCAD10B3M,BGN,close,USDCAD10B3M BGN Curncy
3073,fx-implied-vol,bloomberg,daily,USDCAD10B4M,BGN,close,USDCAD10B4M BGN Curncy
3074,fx-implied-vol,bloomberg,daily,USDCAD10B6M,BGN,close,USDCAD10B6M BGN Curncy
3075,fx-implied-vol,bloomberg,daily,USDCAD10B9M,BGN,close,USDCAD10B9M BGN Curncy
3076,fx-implied-vol,bloomberg,daily,USDCAD10B1Y,BGN,close,USDCAD10B1Y BGN Curncy
3077,fx-implied-vol,bloomberg,daily,USDCAD10B2Y,BGN,close,USDCAD10B2Y BGN Curncy
3078,fx-implied-vol,bloomberg,daily,USDCAD10B3Y,BGN,close,USDCAD10B3Y BGN Curncy
3079,fx-implied-vol,bloomberg,daily,USDCAD10B5Y,BGN,close,USDCAD10B5Y BGN Curncy
3080,fx-implied-vol,bloomberg,daily,USDCHFVON,BGN,close,USDCHFVON BGN Curncy
3081,fx-implied-vol,bloomberg,daily,USDCHFV1W,BGN,close,USDCHFV1W BGN Curncy
3082,fx-implied-vol,bloomberg,daily,USDCHFV2W,BGN,close,USDCHFV2W BGN Curncy
3083,fx-implied-vol,bloomberg,daily,USDCHFV3W,BGN,close,USDCHFV3W BGN Curncy
3084,fx-implied-vol,bloomberg,daily,USDCHFV1M,BGN,close,USDCHFV1M BGN Curncy
3085,fx-implied-vol,bloomberg,daily,USDCHFV2M,BGN,close,USDCHFV2M BGN Curncy
3086,fx-implied-vol,bloomberg,daily,USDCHFV3M,BGN,close,USDCHFV3M BGN Curncy
3087,fx-implied-vol,bloomberg,daily,USDCHFV4M,BGN,close,USDCHFV4M BGN Curncy
3088,fx-implied-vol,bloomberg,daily,USDCHFV6M,BGN,close,USDCHFV6M BGN Curncy
3089,fx-implied-vol,bloomberg,daily,USDCHFV9M,BGN,close,USDCHFV9M BGN Curncy
3090,fx-implied-vol,bloomberg,daily,USDCHFV1Y,BGN,close,USDCHFV1Y BGN Curncy
3091,fx-implied-vol,bloomberg,daily,USDCHFV2Y,BGN,close,USDCHFV2Y BGN Curncy
3092,fx-implied-vol,bloomberg,daily,USDCHFV3Y,BGN,close,USDCHFV3Y BGN Curncy
3093,fx-implied-vol,bloomberg,daily,USDCHFV5Y,BGN,close,USDCHFV5Y BGN Curncy
3094,fx-implied-vol,bloomberg,daily,USDCHF25RON,BGN,close,USDCHF25RON BGN Curncy
3095,fx-implied-vol,bloomberg,daily,USDCHF25R1W,BGN,close,USDCHF25R1W BGN Curncy
3096,fx-implied-vol,bloomberg,daily,USDCHF25R2W,BGN,close,USDCHF25R2W BGN Curncy
3097,fx-implied-vol,bloomberg,daily,USDCHF25R3W,BGN,close,USDCHF25R3W BGN Curncy
3098,fx-implied-vol,bloomberg,daily,USDCHF25R1M,BGN,close,USDCHF25R1M BGN Curncy
3099,fx-implied-vol,bloomberg,daily,USDCHF25R2M,BGN,close,USDCHF25R2M BGN Curncy
3100,fx-implied-vol,bloomberg,daily,USDCHF25R3M,BGN,close,USDCHF25R3M BGN Curncy
3101,fx-implied-vol,bloomberg,daily,USDCHF25R4M,BGN,close,USDCHF25R4M BGN Curncy
3102,fx-implied-vol,bloomberg,daily,USDCHF25R6M,BGN,close,USDCHF25R6M BGN Curncy
3103,fx-implied-vol,bloomberg,daily,USDCHF25R9M,BGN,close,USDCHF25R9M BGN Curncy
3104,fx-implied-vol,bloomberg,daily,USDCHF25R1Y,BGN,close,USDCHF25R1Y BGN Curncy
3105,fx-implied-vol,bloomberg,daily,USDCHF25R2Y,BGN,close,USDCHF25R2Y BGN Curncy
3106,fx-implied-vol,bloomberg,daily,USDCHF25R3Y,BGN,close,USDCHF25R3Y BGN Curncy
3107,fx-implied-vol,bloomberg,daily,USDCHF25R5Y,BGN,close,USDCHF25R5Y BGN Curncy
3108,fx-implied-vol,bloomberg,daily,USDCHF10RON,BGN,close,USDCHF10RON BGN Curncy
3109,fx-implied-vol,bloomberg,daily,USDCHF10R1W,BGN,close,USDCHF10R1W BGN Curncy
3110,fx-implied-vol,bloomberg,daily,USDCHF10R2W,BGN,close,USDCHF10R2W BGN Curncy
3111,fx-implied-vol,bloomberg,daily,USDCHF10R3W,BGN,close,USDCHF10R3W BGN Curncy
3112,fx-implied-vol,bloomberg,daily,USDCHF10R1M,BGN,close,USDCHF10R1M BGN Curncy
3113,fx-implied-vol,bloomberg,daily,USDCHF10R2M,BGN,close,USDCHF10R2M BGN Curncy
3114,fx-implied-vol,bloomberg,daily,USDCHF10R3M,BGN,close,USDCHF10R3M BGN Curncy
3115,fx-implied-vol,bloomberg,daily,USDCHF10R4M,BGN,close,USDCHF10R4M BGN Curncy
3116,fx-implied-vol,bloomberg,daily,USDCHF10R6M,BGN,close,USDCHF10R6M BGN Curncy
3117,fx-implied-vol,bloomberg,daily,USDCHF10R9M,BGN,close,USDCHF10R9M BGN Curncy
3118,fx-implied-vol,bloomberg,daily,USDCHF10R1Y,BGN,close,USDCHF10R1Y BGN Curncy
3119,fx-implied-vol,bloomberg,daily,USDCHF10R2Y,BGN,close,USDCHF10R2Y BGN Curncy
3120,fx-implied-vol,bloomberg,daily,USDCHF10R3Y,BGN,close,USDCHF10R3Y BGN Curncy
3121,fx-implied-vol,bloomberg,daily,USDCHF10R5Y,BGN,close,USDCHF10R5Y BGN Curncy
3122,fx-implied-vol,bloomberg,daily,USDCHF25BON,BGN,close,USDCHF25BON BGN Curncy
3123,fx-implied-vol,bloomberg,daily,USDCHF25B1W,BGN,close,USDCHF25B1W BGN Curncy
3124,fx-implied-vol,bloomberg,daily,USDCHF25B2W,BGN,close,USDCHF25B2W BGN Curncy
3125,fx-implied-vol,bloomberg,daily,USDCHF25B3W,BGN,close,USDCHF25B3W BGN Curncy
3126,fx-implied-vol,bloomberg,daily,USDCHF25B1M,BGN,close,USDCHF25B1M BGN Curncy
3127,fx-implied-vol,bloomberg,daily,USDCHF25B2M,BGN,close,USDCHF25B2M BGN Curncy
3128,fx-implied-vol,bloomberg,daily,USDCHF25B3M,BGN,close,USDCHF25B3M BGN Curncy
3129,fx-implied-vol,bloomberg,daily,USDCHF25B4M,BGN,close,USDCHF25B4M BGN Curncy
3130,fx-implied-vol,bloomberg,daily,USDCHF25B6M,BGN,close,USDCHF25B6M BGN Curncy
3131,fx-implied-vol,bloomberg,daily,USDCHF25B9M,BGN,close,USDCHF25B9M BGN Curncy
3132,fx-implied-vol,bloomberg,daily,USDCHF25B1Y,BGN,close,USDCHF25B1Y BGN Curncy
3133,fx-implied-vol,bloomberg,daily,USDCHF25B2Y,BGN,close,USDCHF25B2Y BGN Curncy
3134,fx-implied-vol,bloomberg,daily,USDCHF25B3Y,BGN,close,USDCHF25B3Y BGN Curncy
3135,fx-implied-vol,bloomberg,daily,USDCHF25B5Y,BGN,close,USDCHF25B5Y BGN Curncy
3136,fx-implied-vol,bloomberg,daily,USDCHF10BON,BGN,close,USDCHF10BON BGN Curncy
3137,fx-implied-vol,bloomberg,daily,USDCHF10B1W,BGN,close,USDCHF10B1W BGN Curncy
3138,fx-implied-vol,bloomberg,daily,USDCHF10B2W,BGN,close,USDCHF10B2W BGN Curncy
3139,fx-implied-vol,bloomberg,daily,USDCHF10B3W,BGN,close,USDCHF10B3W BGN Curncy
3140,fx-implied-vol,bloomberg,daily,USDCHF10B1M,BGN,close,USDCHF10B1M BGN Curncy
3141,fx-implied-vol,bloomberg,daily,USDCHF10B2M,BGN,close,USDCHF10B2M BGN Curncy
3142,fx-implied-vol,bloomberg,daily,USDCHF10B3M,BGN,close,USDCHF10B3M BGN Curncy
3143,fx-implied-vol,bloomberg,daily,USDCHF10B4M,BGN,close,USDCHF10B4M BGN Curncy
3144,fx-implied-vol,bloomberg,daily,USDCHF10B6M,BGN,close,USDCHF10B6M BGN Curncy
3145,fx-implied-vol,bloomberg,daily,USDCHF10B9M,BGN,close,USDCHF10B9M BGN Curncy
3146,fx-implied-vol,bloomberg,daily,USDCHF10B1Y,BGN,close,USDCHF10B1Y BGN Curncy
3147,fx-implied-vol,bloomberg,daily,USDCHF10B2Y,BGN,close,USDCHF10B2Y BGN Curncy
3148,fx-implied-vol,bloomberg,daily,USDCHF10B3Y,BGN,close,USDCHF10B3Y BGN Curncy
3149,fx-implied-vol,bloomberg,daily,USDCHF10B5Y,BGN,close,USDCHF10B5Y BGN Curncy
3150,fx-implied-vol,bloomberg,daily,EURNOKVON,BGN,close,EURNOKVON BGN Curncy
3151,fx-implied-vol,bloomberg,daily,EURNOKV1W,BGN,close,EURNOKV1W BGN Curncy
3152,fx-implied-vol,bloomberg,daily,EURNOKV2W,BGN,close,EURNOKV2W BGN Curncy
3153,fx-implied-vol,bloomberg,daily,EURNOKV3W,BGN,close,EURNOKV3W BGN Curncy
3154,fx-implied-vol,bloomberg,daily,EURNOKV1M,BGN,close,EURNOKV1M BGN Curncy
3155,fx-implied-vol,bloomberg,daily,EURNOKV2M,BGN,close,EURNOKV2M BGN Curncy
3156,fx-implied-vol,bloomberg,daily,EURNOKV3M,BGN,close,EURNOKV3M BGN Curncy
3157,fx-implied-vol,bloomberg,daily,EURNOKV4M,BGN,close,EURNOKV4M BGN Curncy
3158,fx-implied-vol,bloomberg,daily,EURNOKV6M,BGN,close,EURNOKV6M BGN Curncy
3159,fx-implied-vol,bloomberg,daily,EURNOKV9M,BGN,close,EURNOKV9M BGN Curncy
3160,fx-implied-vol,bloomberg,daily,EURNOKV1Y,BGN,close,EURNOKV1Y BGN Curncy
3161,fx-implied-vol,bloomberg,daily,EURNOKV2Y,BGN,close,EURNOKV2Y BGN Curncy
3162,fx-implied-vol,bloomberg,daily,EURNOKV3Y,BGN,close,EURNOKV3Y BGN Curncy
3163,fx-implied-vol,bloomberg,daily,EURNOKV5Y,BGN,close,EURNOKV5Y BGN Curncy
3164,fx-implied-vol,bloomberg,daily,EURNOK25RON,BGN,close,EURNOK25RON BGN Curncy
3165,fx-implied-vol,bloomberg,daily,EURNOK25R1W,BGN,close,EURNOK25R1W BGN Curncy
3166,fx-implied-vol,bloomberg,daily,EURNOK25R2W,BGN,close,EURNOK25R2W BGN Curncy
3167,fx-implied-vol,bloomberg,daily,EURNOK25R3W,BGN,close,EURNOK25R3W BGN Curncy
3168,fx-implied-vol,bloomberg,daily,EURNOK25R1M,BGN,close,EURNOK25R1M BGN Curncy
3169,fx-implied-vol,bloomberg,daily,EURNOK25R2M,BGN,close,EURNOK25R2M BGN Curncy
